run_id,active,day,time,alt_time,club,repeats_on,title,startpoint,google_map,coords,type,distance,fixed_route,route_link,notes
0m,1,Tuesday,6:30 PM,,7,2,Shake Shack Run,Shaw's Tavern,https://goo.gl/maps/A5fwA2J39nKKVW4M8,"38.91531257905251, -77.01967456443468",Road,4,0,,
